careerjunction_za_courses,careerjunction_za_employer_names,careerjunction_za_future_jobtitles,careerjunction_za_historical_jobtitles,careerjunction_za_primary_jobtitle,careerjunction_za_recent_jobtitles,careerjunction_za_skills,num_skills,num_past_jobs
"['B-Tech Degree In Information Technology', 'National Diploma In Information Technology']","[u'Flux Interactive', u'Powertech IST']",[],[],988,"['Junior ASP Programmer', 'Content Manager']","['Vbscripts, Javascripts, Ajax', 'Html', 'MS Word,Excel,Powerpoint,Access', 'Smallworld Pni', 'Smallworld Magik', 'Dhtml, Xml, Css', 'C#', 'MS SQL Server', 'Macromedia Dreamweaver', 'ASP', 'Adobe Photoshop', 'Adobe Acrobat', 'Oracle Sql And Oracle Forms', 'UML']",0.0590717299578059,0.0
['Bachelor Computer Science'],"[u'Akami Consulting ( ) PVT,', u'Inteq Solutions PVT,', u'Jr.Devloper']",[],"['Developer', 'Developer']",501,"['Developer', 'Java Developer']","['ide', 'Java', 'Eclipse', 'Html', 'Java Server Pages', 'Oracle Version 8', 'C + +', 'Enterprise Java Beans', 'Javabeans', 'Applets']",0.04219409282700422,0.08
"['Mit - Masters Information Technology', 'B.Com', 'Matric']","[u'Comparex - With Telkom on Site', u'Dysis (Dynamic Skills Integrated Services)', u'Telkom', u'Tshukudu -Netherlands']",[],['Programmer System Analyst'],715,"['Consultant System Developer', 'Consultant System Developer']","['Programming, Various Languages, Oracle Sql,Etc', 'Businness Analysis', 'Data Modelling', 'Project Management']",0.016877637130801686,0.04
['Certificate In Visual Basic Programming'],"[u'MIH Internet', u'M-Web Holdings', u'Old Mutual', u'Reserve Bank']",[],['Programmer'],879,"['Analyst Programmer', 'Analyst Programmer']","['Visual Interdev', 'Html + Css', 'Javascript', 'Microsoft Asp', 'Vbscript', 'Visual Basic', 'Microsoft Sql Server', 'Activex', 'Delphi', 'C++', 'Java', 'XML']",0.050632911392405056,0.04
"['Bed Honours', 'Feuerstein Cognitive Trainer', ""Assessor'S License"", 'Advanced Certificate', 'Tthd - Teacher Qualification']","[u'All Companies', u'Connaught Farms', u'Creative Memories', u'Debtsavvy, Agriseta', u'Nmmu University', u'Training Scene', u'Wced, Ted, Ned, Governing Bodies']",[],"['Lecturing', 'Trainer and Facilitator', 'Dairy Farm Manager', 'Teacher']",335,"['Material Developer per Us', 'Assessor']","['Leadership Training', 'Materials Management And Development', 'Presentation Skills', 'Training And Facilitation', 'Work Ethic', 'Porganization Skills', 'Report Writing', 'Manager', 'Time Management', 'Human Resources', 'Conflict Management', 'Microsoft Word, Powerpoint, Access, Excel, Front P', 'Field Development', 'Strategic Planning', 'Financial', 'Analysis', 'Sales Management']",0.07172995780590717,0.16
"['Matric', 'Programming For The Internet Using Java And Html', 'Object Oriented Analysis And Design Using Uml', 'B.Sc. Honours (Physics And Electronics)', 'B.Sc.']","[u'Atomic Energy Corporation', u'Barcodes', u'Breweries Engineering', u'Delta Beverages', u'Huppmann Process Africa', u'Magus Systems', u'Moonlight Mobile', u'Prism Payment Technologies', u'Saao at Hartebeeshoek', u'Self', u'Zylleyn']",[],"['Java Developer', 'PLC Programmer', 'Trainer', 'C++ and S7 Developer', 'Developer', 'Project Leader', 'Programmer', 'Assistant', 'Assistant']",988,"['Java Developer', 'PLC Programmer']","['Microsoft Windows', 'MS Word, Excel, Access', 'Electronic Circuit Design, Construction, Repair', 'C And C++ Programming', 'Siemens S5 Plc Programming', 'SQL', 'MS Visual Basic', 'Java Programming', 'Siemens S7 Plc Programming', 'Netbeans', 'Eclipse', 'Jfc Swing', 'UML', 'XML']",0.0590717299578059,0.36
['Matriculation Exemption'],"[u'Akhatech', u'CAI Business Consultants CC', u'CBW Wholesalers', u'Compusound', u'Gomail Internet & Futurecell', u'Heard', u'Hillcrest High School', u'MY Econome', u'on Site Computer Services', u'PC Plus', u'Thrutainers International']","['Web Developer', 'PHP Developer', 'System Administrator']","['IT Manager', 'MS Access Developer MSSQL Database Developer', 'IT Manager', 'HTML Design and Computer Technition', 'Database Administrator and Programmer', 'Administrator Programmer Technician and Support', 'High School', 'Computer Technician', 'Junior Technician']",27,"['Administrator', 'Developer']","['Computer Maintanance', 'Computer Repairs', 'Office Products (Word, Excel, Access)', 'Programming (Windows Vb / Vb.Net)', 'Mysql Databases', 'Linux Servers (Web / Mail / Dns)', 'Network / Internet Hardware', 'PHP', 'Windows Servers (Domains, File/Print / Iis / Dns)', 'Ms-Sql Databases', 'Asp.Net Webservices & Pocket .NET Development', 'Asp (Classic)']",0.050632911392405056,0.36
"['Marketing Management Bcom', 'Bcom Risk Management', 'Matric']","[u'CULT SA', u'SAB Miller', u'Student Village']","['Events Manager', 'Campaign Manager', 'Brand Assistant Manager', 'Customer Manager', 'Assistant Key Account Manager', 'Marketing Manager', 'Assistant Marketing']","['Planning for experiential events within the region', 'Sales and Events Representative']",829,"['Manager : Events and Campaigns', 'Brand Developer: Experiential Events Marketing – Regional']","['Brand Management', 'Event Conceptualisation', 'Marketing', 'Events and Campaigns Marketing', 'Entertainment Event Management', 'Brand Activations', 'Brand Development', '10 Years Marketing /  Events and Campaigns']",0.03375527426160337,0.08
"['Dipl. Project Management', 'B.Sc']","[u'Avatar', u'Melotronics', u'RCG Information Technology', u'Sanlam', u'Sybase', u'University of The Western Cape']",[],"['Senior Programmer', 'Mathematics Tutor', 'Sales Assistant']",879,"['Senior Consultant', 'Senior Consultant']","['Transact Sql', 'Powerbuilder', 'Client Server Design Methodolgy', 'Crystal Reports', 'Project Management', 'Powerdesigner', 'JSP', 'Java', 'Cobol', 'Assembler', 'Erwin']",0.04641350210970464,0.12
['Electronics&Communications Engineering'],"[u'Apara Enterprise Solution (P)', u'Mphasis AN EDS Compnay', u'Sans Bound Solution (P)', u'Vassum Softtech']",[],['Software Programmer Developer'],961,"['Engineer Security and Networking Solutions', 'Network & Security Trainee and Consultant']",['Network Security'],0.004219409282700422,0.04
"['BSc Computer Science and Informatics Honours', 'BSc IT: Industry and Mining', 'NSC']","[u'IsoMetrix', u'Microzone IT Specialists', u'PBT Group']","['SQL Developer', 'BI Developer', 'Data Analyst', 'Data Warehouse Developer']",[],100,"['System Consultant', 'Intern Developer']","['SQL', 'HTML/5', 'C#', 'CSS', 'ASP.NET', 'R', 'SAS', 'XML', 'Visual Studio', 'Microsoft office suite', 'Java', 'Eclipse', 'JavaScript', 'AJAX', 'Android', 'JQUERY', 'JSON', 'MVC', 'MatLab', 'Bootstrap', 'SSIS', 'Tableau', 'SSAS']",0.0970464135021097,0.0
"['Masters in health economics', 'Advance peak performance', 'Bachelor of Science']","[u'Discovery Health', u'Discovery Life', u'Medscheme Life', u'Sage Life']",['Senior analytics manager'],"['Senior Analyst Developer', 'Pricing Analyst']",406,"['senior analytics manager', 'Senior Analyst Developer']","['Analytical', 'microsoft office', 'spss', 'modeller', 'netezza', 'sql', 'Communication', 'Problem solving', 'Microsoft office', 'Database query', 'Leadership', 'Statistical modelling', 'Business strategy', 'Project management', 'analytics', 'management', 'research']",0.07172995780590717,0.08
"['Oracle 9i : Dba', 'Oca', 'P G Diploma In Computer Management', 'B.Com']","[u""Hassan Mansour Int'L Co"", u'Maegabyte Computer Academy', u'Marico Industries', u'Software Solutions Integrated']",[],['Programmer Instructor'],43,"['Software Engineer', 'Trainee Programmer']","['Oracle', 'Dev. 2000', 'Visual Basic', 'Microsoft Office']",0.016877637130801686,0.04
"['Mcad C#', 'National Diploma Information Technology']","[u'Kunene Services & Solutions', u'Oakwell Solutions']",[],[],948,['Systems Engineer'],"['SQL', 'ASP', 'Visual Basic', 'Com,Com+,Dcom', 'IIS', 'Interdev', 'Vbscript', 'Source Safe', 'Jscript', 'Vb.Net', 'Asp.Net', 'Bi - Olap', 'C#.Net', 'Microsoft Reporting Services']",0.0590717299578059,0.0
"['Bachelor Of Science In Computer Science', 'Bachelor Of Science In Computer Science', 'Matric']","[u'Beyond Commerce', u'Business Connexion', u'LA Casa Nostra', u'Lizzard Wetsuits']",[],['Waiter'],988,"['Software Developer', 'Relief Manager']","['Network Security', 'Server Administration', 'Programming']",0.012658227848101264,0.04
"['Certificate In Project Management', 'Bachelor Of Science Computer Science And Applied M']","[u'Adcorp Holdings', u'Arivia.Kom-Mainframe Environment', u'ASD Solutions', u'Caterplus (A Division of The Bidvest Group)', u'Company\tSis Global', u'South African Hajj & Umrah Council']",[],"['Customer Support Consultant', 'Student Trainee', 'Data Capturer']",871,"['QA & Development Testing', 'Analyst Developer']","['Software Testing', 'Functional Requirements', 'Translation Of Business Analysis To Frds', 'System Requirements', 'Business Process Analysis', 'System Design', 'Software Requirements', 'Software Design', ""Translation Of Frd'S To Sr'S""]",0.03797468354430379,0.12
"['Labour Relations Management Course', 'Progamming Diploma', 'Progam Analysis And Cobol', 'B.A.(Law)']","[u'Acceleration', u'Airborne Consulting', u'Celltalk PLC', u'Consequent', u'Consulting', u'Crux CTI', u'Interactive Solutions (Blake & Associates)', u'L@Wyers Access WEB', u'Process Computing Logistics', u'Self', u'Skillpoint', u'Skillpoint Software', u'VB Software']","['BI / Business Analyst', 'Developer']","['Consultant', 'Senior Business Analyst', 'Consultant', 'Developer', 'Lead Developer', 'Analyst Developer', 'IT Manager', 'Senior Developer Analyst', 'Team Leader', 'Implementation and Support', 'Instructor', 'Systems Analyst Trainer']",332,"['Web Development', 'BA SQL BI Developer Data Architect']","['Communication Skills (Written & Verbal)', 'Ssrs', 'MS SQL', 'Software Deployment', 'Data Modelling', 'HTML', 'Sdlc / Change Control', 'Visual Studio', 'Ssas', 'Business Analysis', 'Asp.Net (C#)', 'Fat / Uat Testing', 'TFS', 'MS - Excel', 'Conducting Workshops / Facilitation', 'Agile Methodologies', 'MS - Project', 'Ssis', 'Visio', 'Meeting Facilitation', 'Systems Analysis', 'Lead Developer / Mentoring', 'Senior Ba (Mentoring)', 'Asp.Net (Vb)', 'Language - C', 'Visual C++', 'DOS', 'Language - C++', 'Scom Configuration', 'Dundas Charts, Gauges, Maps', 'Telerik', 'Edi - X25', 'Java', 'Ajax', 'Msmq', 'EWS', 'Javascript', 'Exchange Powershell Scripting', 'Crystal Reports', 'Unix', 'Jbuilder', 'Cobol', 'Delphi 7', 'Nhibernate']",0.18565400843881855,0.48
"['Business Analysis', 'Bsc Information Systems', 'Diploma Crystal Reports', 'B.Sc Computer Science', 'National Diploma Information Technology']","[u'43PLC', u'Arc2 Contracting', u'Careerjunction', u'Free Software Innovation Unit(Uwc)', u'Go2africa', u'Pick n Pay', u'Pod1', u'UWC (Computer Science)', u'WEB']","['Senior Developer', 'Systems Analyst', 'Analyst Developer', 'Systems Analyst', 'Analyst Developer']","['Web Developer', 'Web Developer', 'Web Developer', 'Web Developer', 'Lab Assistant', 'Baker']",956,"['Developer', 'Senior Developer']","['Ubuntu Linux', 'Java', 'HTML', 'XML', 'Subversion', 'MS Office Suite', 'Eclipse Ide', 'PHP', 'Apache', 'Mysql', 'Python', 'Javascript', 'Ajax', 'Netbeans Ide', 'E-R Modelling', 'Test Driven Development', 'Jquery', 'Magento', 'Symfony', 'Design Patterns', 'Aspectj', 'Asp Classic', 'Postgresql', 'Xslt', 'Pylons', 'Visual Basic', 'Genshi Templating', 'Sqlalchemy Orm', 'Smarty Templating', 'Sas Programming', 'IIS', 'Crystal Reports', 'C#', 'JSP', 'Web Services (Soap)']",0.14767932489451477,0.24
"['B.Sc Computer Science', '•\tSAFe 4.0 Agilist', 'Scrum Master Accredited Certification', 'Programming with C#', 'Wholesale & Retail Sales Practice', 'End User Computing Certificate', 'Senior Certifacae']","[u'Beezlink Technologies', u'Boardmans Canal Walk', u'Edgars V&A Waterfront', u'Identity Gugulethu Square Mall', u'Microsoft/South African Qualifications Authority', u'Mutual & Federal', u'South African Qualifications Authority', u'Standard Bank']","['Software Developer', 'Software Development Systems Analyst 2016', 'C# Software Engineer', 'PHP Developer', 'Scrum Master']","['Store Manager', 'Floor Sales Manager', 'Trainee Manager Learnership', 'Claims Negotiator', 'Reseacher Network Administrator']",266,"['Sharepoint Analytic Developer RND', 'Sharepoint Analytic Developer Internship RND']","['HTML', 'windows 8', 'WindowsXp', 'windows 10', 'Microsoft Office Suit', 'php', 'Windows 7', 'Windows Server 2008', 'Active Directory Configuration', 'MSSQL Server', 'JIRA', 'Visio', 'Confluence', 'mySQL', 'Crowd', 'Create Process Analysis Documents', 'Public Speaking', 'Sharepoint Configuration', 'IIS', 'Windowns 98', 'Sharepoint Administration', 'CSS', 'Lotus Notes Installation And Configuration', 'Jquery', 'C#', 'InfoPath', 'Apache', 'Visual Studio', 'IBM Notes Installation/Configuration', 'JSP', 'Application Business Application Programming', 'SEO', 'Java', 'Ubuntu Linux', 'Pascal', 'bootstrap 3.0', 'Writing Test Plans', 'Writing Specifications Documents', 'Drupal', 'AngularJS', 'PostgreSQL']",0.1729957805907173,0.2
"['E-Marketing Award (Cim)', 'B.Rek Ii, B.Comm (Stellenbosch)']","[u'Robertson Valley Technologies', u'Worldpay (Part of The Royal Bank of Scotland)']",[],[],586,"['Senior Web Developer Multimedia Designer', 'Partner & IT Engineer']","['Internet Marketing', 'HTML', 'Web Design & Development', 'Computer Literacy', 'Web Usability', 'Direct (Database) Marketing &#8211; E-Mail Marketing', 'Web Analytics', 'E-Commerce', 'Brand Marketing', 'Graphic Design', 'Javascript', 'PHP', 'Database Design & Development', 'Database Management (Sql)', 'Project Management', 'Management', 'XML', 'Strategic/Relationship Marketing', 'ASP']",0.08016877637130801,0.0
"['Banking Compliance Studies', 'Project Management:International Efmd Eqis', 'Negotiating For The Best Results', 'Skills Training & Dev For Comunity Leaders', 'Institute Of Personnel Service Consultants', 'Freight Management', 'Nd Marketing And Sales Management']","[u'All Power Engineering', u'Calabash Trust', u'Deugro Freight Projects', u'DHL International', u'Easyway Freight & Courier Services', u'Fast Fire & Security', u'Kuehne & Nagel Johannesburg', u'Nedbank, Business Banking', u'New LAW Courts Port Elizabeth', u'Nomvula ART & Crafts', u'PAG', u'Rohlig-Grindrod Cape Town', u'Santam Bank', u'Skynet Worldwide Express', u'Standard Bank', u'Sun Couriers/ Adfreight Port Elizabeth']",[],"['Fire Detection & Security Solution Sales Engineer', 'Project Administrator Facilitator', 'Project Manager Community Developer Facilitator', 'Sales Manager Route Development Freight Forwarding', 'Route Development Manager Far East and Europe', 'National Sales and Marketing Manager', 'Key Accounts Manager Sales Executive', 'Key Accounts Manager Sales Executive', 'Branch Manager', 'Branch Manager', 'Service and New Business Sales Executive', 'Receptionist Internal Sales', 'Interpreter in Xhosa English Afrikaans', 'Bank Clerk', 'Operations Sales Executive', 'Bank Clerk']",330,"['Executive Director for Ngo', 'Sales Executive']","['Sme, Social & Economic Development', 'MS Word Basic and Intermediate', 'MS Excel Basic and Intermediate', 'Microsoft Powerpoint', 'MS Project']",0.02109704641350211,0.64
['n4'],"[u'Blue Label Telecoms', u'Europe Car', u'Lesira-Teq', u'MIH Internet Africa', u'RockStar Consulting', u'The IQ Business Group', u'Vodacom']","['Senior Mobile Developer', 'Mobile Architect']","['Senior Mobile Architect', 'Senior Mobile Developer', 'Analyst Programmer', 'Analyst Programmer']",912,"['Senior Principal Mobile Developer', 'Senior Mobile Architect']","['Java', 'Agile', 'JavaScript', 'Html5', 'Android', 'Cordova']",0.025316455696202528,0.16
"['Mcpd: Web Developer 4', 'Information Systems (Engineering)', 'Matric Senior']","[u'Iterative Technologies', u'Redisolutions']","['ASP.Net WEB Developer', '.Net Developer', '.Net Developer']",[],262,['Software Developer'],"['Sql 2005', 'C#', 'Asp.Net', 'Silverlight']",0.016877637130801686,0.0
"['Post Graduate Diploma In Tax Strategie', 'Post Graduate Diploma In Financial Planning (Cfp)', 'Baccalaureus Commercii Financial Management', 'Grade 12']","[u'Centre for Financial Planning Law, UFS', u'Parexel International', u'Petro Swart Caterers', u'Umfa Holdings (Utility Management \tFor Africa)']","['Consultant', 'Advisor', 'Facilitator etc', 'Advisor']",['Caterer'],83,"['Assistant Researcher', 'Financial Administrator']","['Internet Explorer', 'Microsoft Excel', 'Microsoft Outlook', 'Microsoft Word', 'Pastel', 'Microsoft Powerpoint']",0.025316455696202528,0.04
"['B-Tech Information Technology', 'A+ Certificate', 'National Diploma It', 'National Senior Certificate (Grade 12)']","[u'Free State Department of Education', u'Free State Health Department', u'Intec Telecoms Systems', u'Metropolitan Life', u'Microzone']",['Java Developer'],"['Junior Programmer', 'Bursary Holder']",37,"['Java Developer', 'Computer Systems Analyst Programmer']","['Java', 'Oracle Pl/Sql', 'Javascript', 'Oracle Sql Plus', 'Oracle Application Express(Htmldb)', 'Oracle Report', 'Visual Basic 6', 'Visual Basic 6', 'Oracle 10g Database Administration']",0.03797468354430379,0.08
"['bachelor degree in science', 'web designing diploma']","[u'Padvertising', u'Revamp Consulting - IT Services', u'Tata Consultancy Services (TCS)']","['Web designer', 'web developer', 'front-end developer', 'UI UX Designer']",[],953,"['Front-End Developer', '.NET Developer']","['php', 'html5', 'css animations', 'jquery', 'bootstrap', 'C#', 'JavaScript', 'HTML', 'SQL', 'Angular Js', 'CSS', 'css3', 'foundation', 'jqueryWithAjax', 'Git', 'github', 'ajax', 'photoshop', 'testing']",0.08016877637130801,0.0
"['Chattered Management Accounting Qualification', 'Internal Audit']","[u'Barclays Capital', u'Ernst & Young', u'Shell', u'Shell UK', u'South African National Defence Force (SANDF)', u'Telecine']",[],"['Business Analyst', 'Business Analyst', 'Analyst']",114,"['Database Developer', 'Business Analyst']","[""Excel To Macro'S Level"", 'Access Databases', 'JDE', 'Cognos', 'Business Objects', 'Hyperion (Essbase)']",0.025316455696202528,0.12
